transaction_id,device_or_customer_id,transaction_date,product_name,product_category,quantity,unit_price_eur,total_amount_eur,order_status,payment_method,acquisition_source,discount_applied,discount_pct
TXN-000422,ANON-138518,2024-11-18,Yoga Mat,Sports,4,226.52,906.08,completed,Apple Pay,email_campaign,FALSE,0
TXN-000423,CRM-00290,2022-07-29,Remote Control Car,Toys,4,486.88,1947.52,completed,Debit Card,email_campaign,FALSE,0
TXN-000424,CRM-00031,2023-02-28,Lip Balm,Beauty,4,268.62,1074.48,completed,PayPal,website,FALSE,0
TXN-000425,CRM-00032,2025-01-16,Atomic Habits,Books,3,65.02,195.06,completed,PayPal,paid_social,FALSE,12.4
TXN-000426,CRM-00234,2023-12-19,Desk Lamp,Home & Garden,4,17.31,69.24,completed,PayPal,website,FALSE,0
TXN-000427,CRM-00236,2025-01-30,The Pragmatic Programmer,Books,1,464.95,464.95,returned,Google Pay,email_campaign,TRUE,14.3
TXN-000428,CRM-00261,2023-10-15,Green Tea Set,Food & Drink,4,384.65,1538.6,returned,Apple Pay,organic_search,TRUE,0
TXN-000429,CRM-00265,2023-07-10,Olive Oil,Food & Drink,3,473.21,1419.63,pending,Credit Card,mobile_app,FALSE,0
TXN-000430,ANON-752542,2022-10-17,Organic Coffee,Food & Drink,2,463.34,926.68,cancelled,Buy Now Pay Later,mobile_app,FALSE,13
TXN-000431,CRM-00080,2023-08-04,The Lean Startup,Books,4,82.09,328.36,completed,Buy Now Pay Later,organic_search,TRUE,0
TXN-000432,CRM-00197,2025-03-21,Lip Balm,Beauty,4,484.25,1937,completed,Apple Pay,paid_social,FALSE,0
TXN-000433,CRM-00172,2023-05-17,Green Tea Set,Food & Drink,1,274.8,274.8,completed,Debit Card,organic_search,FALSE,0
TXN-000434,CRM-00142,2022-12-17,Dash Cam,Automotive,1,255.66,255.66,completed,Debit Card,paid_social,FALSE,0
TXN-000435,CRM-00052,2022-05-26,Slim Fit Jeans,Clothing,3,324.74,974.22,completed,Google Pay,email_campaign,FALSE,0
TXN-000436,CRM-00121,2023-09-30,Coffee Maker,Home & Garden,4,151.01,604.04,completed,Google Pay,website,FALSE,0
TXN-000437,CRM-00186,2023-11-25,Probiotic,Health,2,447.61,895.22,completed,Credit Card,organic_search,FALSE,0
TXN-000438,CRM-00205,2025-01-12,Polo Shirt,Clothing,2,483.99,967.98,completed,Debit Card,email_campaign,FALSE,0
TXN-000439,CRM-00121,2024-06-27,Eye Cream,Beauty,4,377.56,1510.24,completed,Google Pay,email_campaign,TRUE,0
TXN-000440,ANON-313660,2022-04-14,Desk Lamp,Home & Garden,1,496.07,496.07,completed,Buy Now Pay Later,website,FALSE,24.8
TXN-000441,ANON-868265,2022-09-24,Jump Starter,Automotive,3,334.44,1003.32,completed,Apple Pay,website,TRUE,0
TXN-000442,CRM-00208,2022-03-01,Running Shoes,Sports,4,399.99,1599.96,completed,Credit Card,referral,FALSE,0
TXN-000443,CRM-00015,2024-08-22,Vitamin C Serum,Beauty,4,364.9,1459.6,completed,Credit Card,organic_search,FALSE,0
TXN-000444,CRM-00143,2022-04-14,Winter Coat,Clothing,1,460.61,460.61,completed,Debit Card,referral,FALSE,0
TXN-000445,CRM-00081,2022-08-05,Merino Wool Sweater,Clothing,4,172.31,689.24,completed,PayPal,organic_search,TRUE,0
TXN-000446,CRM-00112,2024-02-25,Webcam,Electronics,3,60.48,181.44,completed,Google Pay,mobile_app,TRUE,0
TXN-000447,CRM-00102,2022-04-21,Car Vacuum,Automotive,2,241.62,483.24,completed,Credit Card,email_campaign,FALSE,0
TXN-000448,CRM-00239,2022-06-26,USB-C Hub,Electronics,2,24.8,49.6,completed,Apple Pay,mobile_app,TRUE,0
TXN-000449,CRM-00094,2024-05-23,Probiotic,Health,3,339.94,1019.82,cancelled,Credit Card,organic_search,FALSE,0
TXN-000450,CRM-00253,2024-03-13,Sleep Aid,Health,2,62.74,125.48,completed,Apple Pay,mobile_app,FALSE,0
TXN-000451,CRM-00258,2023-01-02,Art Kit,Toys,4,17.25,69,completed,PayPal,paid_social,FALSE,0
TXN-000452,CRM-00206,2025-04-28,Collagen Powder,Health,3,310.06,930.18,completed,Debit Card,email_campaign,FALSE,0
TXN-000453,CRM-00292,2024-07-02,Resistance Bands,Sports,1,113.86,113.86,completed,PayPal,paid_social,FALSE,0
TXN-000454,CRM-00069,2023-12-30,Wireless Earbuds,Electronics,1,181.55,181.55,returned,Debit Card,paid_social,FALSE,0
TXN-000455,CRM-00091,2023-10-02,Jump Starter,Automotive,1,166.23,166.23,completed,Credit Card,organic_search,FALSE,13.1
TXN-000456,CRM-00224,2023-11-12,Vitamin C Serum,Beauty,1,305.43,305.43,completed,PayPal,paid_social,TRUE,0
TXN-000457,CRM-00233,2023-02-10,Tyre Inflator,Automotive,4,101.4,405.6,cancelled,Google Pay,organic_search,FALSE,0
TXN-000458,CRM-00097,2024-12-28,Car Vacuum,Automotive,4,265.06,1060.24,completed,PayPal,website,FALSE,0
TXN-000459,CRM-00219,2022-06-10,Green Tea Set,Food & Drink,1,390.95,390.95,cancelled,PayPal,referral,FALSE,19
TXN-000460,CRM-00182,2024-08-11,Throw Blanket,Home & Garden,4,383.94,1535.76,completed,Credit Card,website,TRUE,0
TXN-000461,ANON-449718,2025-03-08,Sapiens,Books,3,101.68,305.04,completed,Credit Card,referral,FALSE,0
TXN-000462,CRM-00133,2022-09-27,Board Game,Toys,3,46.29,138.87,completed,Debit Card,mobile_app,TRUE,0
TXN-000463,ANON-936865,2022-07-10,Yoga Mat,Sports,3,424.63,1273.89,completed,Buy Now Pay Later,website,TRUE,10
TXN-000464,CRM-00123,2024-08-17,Collagen Powder,Health,1,339.47,339.47,completed,Apple Pay,mobile_app,TRUE,10.4
TXN-000465,ANON-495476,2022-07-19,Lip Balm,Beauty,1,478.07,478.07,completed,PayPal,website,FALSE,17.6
TXN-000466,CRM-00155,2024-07-22,Air Purifier,Home & Garden,1,487.06,487.06,completed,Apple Pay,website,FALSE,0
TXN-000467,CRM-00113,2023-09-28,Protein Powder,Food & Drink,4,199.85,799.4,completed,PayPal,website,FALSE,0
TXN-000468,CRM-00017,2024-08-11,Jump Starter,Automotive,2,247.29,494.58,completed,Apple Pay,paid_social,FALSE,0
TXN-000469,CRM-00238,2024-08-21,Car Vacuum,Automotive,2,302.97,605.94,completed,Buy Now Pay Later,email_campaign,TRUE,0
TXN-000470,ANON-652049,2023-04-20,Winter Coat,Clothing,4,257.71,1030.84,completed,Debit Card,mobile_app,TRUE,26.4
TXN-000471,CRM-00213,2023-04-04,Remote Control Car,Toys,1,32.69,32.69,completed,Credit Card,website,FALSE,0
TXN-000472,CRM-00122,2022-10-22,Sapiens,Books,1,334.38,334.38,returned,Google Pay,paid_social,FALSE,7.7
TXN-000473,CRM-00235,2023-06-13,Car Phone Mount,Automotive,4,201.39,805.56,completed,Apple Pay,website,FALSE,0
TXN-000474,CRM-00158,2024-01-15,Webcam,Electronics,3,358.69,1076.07,completed,Credit Card,email_campaign,FALSE,0
TXN-000475,CRM-00171,2024-03-13,Running Shoes,Sports,3,216.25,648.75,completed,PayPal,mobile_app,FALSE,11.1
TXN-000476,CRM-00053,2023-01-11,Omega-3 Capsules,Health,4,195.74,782.96,completed,PayPal,paid_social,FALSE,0
TXN-000477,CRM-00263,2023-11-08,Throw Blanket,Home & Garden,4,11.02,44.08,completed,Apple Pay,referral,FALSE,13.1
TXN-000478,CRM-00061,2023-10-28,Tyre Inflator,Automotive,3,175.39,526.17,completed,Apple Pay,referral,FALSE,0
TXN-000479,CRM-00018,2024-07-17,Throw Blanket,Home & Garden,3,157.19,471.57,completed,Google Pay,organic_search,FALSE,0
TXN-000480,CRM-00010,2024-09-25,Organic Coffee,Food & Drink,2,225.11,450.22,returned,Buy Now Pay Later,organic_search,FALSE,0
TXN-000481,CRM-00016,2022-03-03,Throw Blanket,Home & Garden,2,282.15,564.3,completed,Debit Card,organic_search,FALSE,0
TXN-000482,CRM-00109,2022-05-14,Desk Lamp,Home & Garden,2,111.55,223.1,completed,Apple Pay,website,FALSE,17
TXN-000483,CRM-00060,2024-08-31,Sleep Aid,Health,1,443.58,443.58,completed,PayPal,mobile_app,TRUE,0
TXN-000484,CRM-00111,2022-08-20,Probiotic,Health,3,371.31,1113.93,cancelled,Google Pay,referral,FALSE,23
TXN-000485,CRM-00140,2023-12-21,Desk Lamp,Home & Garden,1,210.31,210.31,completed,Google Pay,referral,FALSE,16.7
TXN-000486,CRM-00120,2024-09-07,Protein Powder,Food & Drink,4,223.6,894.4,completed,PayPal,email_campaign,FALSE,29.3
TXN-000487,CRM-00277,2024-08-02,The Lean Startup,Books,1,85.91,85.91,completed,PayPal,organic_search,FALSE,0
TXN-000488,CRM-00205,2022-12-16,Webcam,Electronics,1,364.63,364.63,completed,Credit Card,mobile_app,TRUE,0
TXN-000489,CRM-00073,2023-08-02,Yoga Mat,Sports,4,448.48,1793.92,completed,Buy Now Pay Later,mobile_app,TRUE,0
TXN-000490,CRM-00147,2023-12-15,Protein Powder,Food & Drink,1,364.93,364.93,completed,Apple Pay,mobile_app,TRUE,6.1
TXN-000491,ANON-109958,2025-03-22,Resistance Bands,Sports,1,209.61,209.61,completed,Google Pay,email_campaign,FALSE,0
TXN-000492,CRM-00289,2022-09-18,Merino Wool Sweater,Clothing,2,417.74,835.48,returned,Apple Pay,referral,TRUE,0
TXN-000493,CRM-00143,2024-11-06,Moisturiser SPF50,Beauty,4,300.38,1201.52,completed,PayPal,email_campaign,FALSE,21.5
TXN-000494,CRM-00166,2022-07-30,Atomic Habits,Books,4,75.96,303.84,completed,Buy Now Pay Later,referral,FALSE,0
TXN-000495,ANON-695130,2024-04-10,Yoga Mat,Sports,4,154.8,619.2,completed,Credit Card,paid_social,FALSE,0
TXN-000496,CRM-00252,2022-08-08,Portable Charger,Electronics,4,493.26,1973.04,pending,Google Pay,email_campaign,FALSE,0
TXN-000497,ANON-860657,2023-10-30,Resistance Bands,Sports,3,264.5,793.5,pending,Buy Now Pay Later,referral,FALSE,0
TXN-000498,CRM-00250,2025-02-12,Car Phone Mount,Automotive,3,170.7,512.1,completed,Credit Card,website,FALSE,0
TXN-000499,CRM-00028,2022-05-26,The Lean Startup,Books,4,465.98,1863.92,completed,Buy Now Pay Later,website,FALSE,22.2
TXN-000500,CRM-00009,2023-09-11,Art Kit,Toys,3,296.8,890.4,cancelled,Debit Card,mobile_app,TRUE,0
TXN-000501,CRM-00015,2024-12-27,Olive Oil,Food & Drink,1,190.63,190.63,completed,Buy Now Pay Later,paid_social,TRUE,27.7
TXN-000502,CRM-00257,2024-08-02,Olive Oil,Food & Drink,2,8.27,16.54,completed,Google Pay,referral,TRUE,0
TXN-000503,CRM-00234,2024-03-31,Webcam,Electronics,2,320.57,641.14,returned,Credit Card,paid_social,FALSE,0
TXN-000504,CRM-00065,2025-04-24,Webcam,Electronics,1,140.02,140.02,completed,Debit Card,organic_search,FALSE,0
TXN-000505,CRM-00067,2024-04-26,The Pragmatic Programmer,Books,2,91.4,182.8,completed,Credit Card,referral,FALSE,0
TXN-000506,CRM-00068,2023-05-04,Slim Fit Jeans,Clothing,1,233.29,233.29,completed,PayPal,email_campaign,TRUE,0
TXN-000507,CRM-00063,2023-05-15,Car Phone Mount,Automotive,1,285.55,285.55,completed,Apple Pay,referral,TRUE,17.2
TXN-000508,CRM-00196,2025-01-27,Face Mask Set,Beauty,2,456.95,913.9,completed,Debit Card,mobile_app,FALSE,0
TXN-000509,CRM-00154,2022-11-22,Vitamin C Serum,Beauty,1,103.43,103.43,completed,Google Pay,mobile_app,FALSE,0
TXN-000510,CRM-00260,2024-09-14,Collagen Powder,Health,2,416.15,832.3,completed,Apple Pay,email_campaign,FALSE,0
TXN-000511,CRM-00291,2024-02-26,Car Phone Mount,Automotive,4,147.99,591.96,completed,Credit Card,referral,TRUE,12
TXN-000512,CRM-00205,2022-05-16,Multivitamins,Health,2,247.35,494.7,completed,Debit Card,website,FALSE,0
TXN-000513,CRM-00143,2023-11-29,Air Purifier,Home & Garden,2,411.46,822.92,completed,Apple Pay,mobile_app,FALSE,20.2
TXN-000514,ANON-420509,2023-03-03,Board Game,Toys,4,154.18,616.72,completed,Apple Pay,mobile_app,FALSE,0
TXN-000515,CRM-00052,2025-04-25,Building Blocks,Toys,2,294.09,588.18,completed,Buy Now Pay Later,email_campaign,FALSE,0
TXN-000516,CRM-00241,2024-06-01,Deep Work,Books,1,249.09,249.09,completed,Credit Card,organic_search,FALSE,0
TXN-000517,ANON-183335,2024-06-10,Multivitamins,Health,3,370.49,1111.47,completed,PayPal,mobile_app,FALSE,0
TXN-000518,ANON-351696,2025-03-07,Slim Fit Jeans,Clothing,4,115.91,463.64,completed,Apple Pay,website,FALSE,14.4
TXN-000519,CRM-00283,2023-12-02,Jump Starter,Automotive,2,395.86,791.72,completed,Apple Pay,referral,TRUE,7.5
TXN-000520,CRM-00214,2025-01-20,Lip Balm,Beauty,4,81.09,324.36,completed,Buy Now Pay Later,organic_search,FALSE,21
TXN-000521,ANON-879521,2023-04-29,Puzzle 1000pc,Toys,4,153.28,613.12,completed,Google Pay,organic_search,FALSE,0
TXN-000522,CRM-00083,2022-12-21,Yoga Mat,Sports,1,321.43,321.43,completed,Apple Pay,email_campaign,FALSE,0
TXN-000523,CRM-00269,2022-06-09,Jump Starter,Automotive,1,319.46,319.46,completed,Credit Card,website,FALSE,0
TXN-000524,CRM-00256,2025-03-21,Puzzle 1000pc,Toys,2,66.34,132.68,completed,Credit Card,mobile_app,FALSE,11.9
TXN-000525,ANON-544579,2024-09-23,The Pragmatic Programmer,Books,2,333.96,667.92,completed,Debit Card,email_campaign,TRUE,0
TXN-000526,CRM-00066,2022-08-23,The Lean Startup,Books,4,147.12,588.48,completed,Buy Now Pay Later,website,FALSE,0
TXN-000527,CRM-00091,2025-04-27,Protein Powder,Food & Drink,4,93.61,374.44,completed,Credit Card,mobile_app,FALSE,0
TXN-000528,ANON-621986,2024-08-06,Green Tea Set,Food & Drink,4,452.96,1811.84,completed,Apple Pay,referral,FALSE,0
TXN-000529,CRM-00188,2023-10-29,Multivitamins,Health,1,323.52,323.52,completed,Apple Pay,website,FALSE,0
TXN-000530,CRM-00176,2025-02-10,Smart Watch,Electronics,4,19.05,76.2,completed,Debit Card,paid_social,FALSE,0
TXN-000531,CRM-00003,2022-07-19,Jump Starter,Automotive,2,382.77,765.54,completed,Apple Pay,email_campaign,FALSE,0
TXN-000532,CRM-00300,2024-06-30,Coffee Maker,Home & Garden,2,248.57,497.14,completed,PayPal,organic_search,TRUE,14.2
TXN-000533,CRM-00290,2022-12-27,Protein Powder,Food & Drink,3,484.49,1453.47,cancelled,Credit Card,paid_social,FALSE,0
TXN-000534,CRM-00252,2023-09-23,Air Purifier,Home & Garden,4,300.85,1203.4,completed,PayPal,website,TRUE,0
TXN-000535,CRM-00169,2024-04-11,Foam Roller,Sports,1,183.71,183.71,returned,PayPal,organic_search,TRUE,0
TXN-000536,CRM-00179,2022-05-23,Polo Shirt,Clothing,3,242.36,727.08,returned,Google Pay,mobile_app,FALSE,0
TXN-000537,CRM-00085,2022-08-11,Dash Cam,Automotive,1,220.42,220.42,completed,Apple Pay,organic_search,FALSE,28.1
TXN-000538,CRM-00206,2024-02-16,Vitamin C Serum,Beauty,1,132.41,132.41,completed,Debit Card,website,FALSE,0
TXN-000539,CRM-00145,2023-11-02,Foam Roller,Sports,4,343.84,1375.36,completed,Buy Now Pay Later,website,TRUE,7.8
TXN-000540,CRM-00101,2024-10-09,Air Purifier,Home & Garden,4,486.28,1945.12,completed,Buy Now Pay Later,website,FALSE,0
TXN-000541,CRM-00083,2022-05-06,Throw Blanket,Home & Garden,4,409.23,1636.92,completed,Apple Pay,paid_social,FALSE,8.4
TXN-000542,CRM-00098,2022-07-05,Air Purifier,Home & Garden,3,189.36,568.08,completed,Credit Card,referral,FALSE,23.7
TXN-000543,CRM-00084,2023-03-22,The Pragmatic Programmer,Books,1,367.08,367.08,completed,PayPal,email_campaign,FALSE,0
TXN-000544,CRM-00197,2022-10-12,Collagen Powder,Health,4,13.67,54.68,completed,Apple Pay,mobile_app,FALSE,0
TXN-000545,CRM-00286,2025-04-04,Polo Shirt,Clothing,4,133.21,532.84,completed,Credit Card,paid_social,FALSE,0
TXN-000546,CRM-00196,2022-01-01,Yoga Mat,Sports,4,292.34,1169.36,cancelled,Google Pay,paid_social,FALSE,13.1
TXN-000547,CRM-00057,2022-10-28,Art Kit,Toys,4,77.19,308.76,completed,Debit Card,mobile_app,FALSE,24.4
TXN-000548,CRM-00156,2022-11-02,Sapiens,Books,2,232.76,465.52,pending,Apple Pay,mobile_app,FALSE,0
TXN-000549,CRM-00073,2024-07-16,Polo Shirt,Clothing,1,347.48,347.48,completed,Debit Card,website,TRUE,15.3
TXN-000550,CRM-00018,2024-12-24,Olive Oil,Food & Drink,1,181.55,181.55,completed,Buy Now Pay Later,website,TRUE,8.8
TXN-000551,CRM-00258,2023-08-20,Protein Powder,Food & Drink,4,31.13,124.52,completed,Debit Card,email_campaign,FALSE,0
TXN-000552,CRM-00244,2024-03-09,Organic Coffee,Food & Drink,3,183.41,550.23,completed,PayPal,referral,FALSE,0
TXN-000553,ANON-980184,2025-03-29,Resistance Bands,Sports,1,319.31,319.31,returned,Google Pay,email_campaign,FALSE,0
TXN-000554,ANON-470453,2024-07-04,Collagen Powder,Health,3,476.85,1430.55,pending,Credit Card,organic_search,FALSE,0
TXN-000555,CRM-00042,2023-02-05,Plant Pot Set,Home & Garden,4,29.07,116.28,completed,Google Pay,organic_search,FALSE,0
TXN-000556,CRM-00008,2023-02-26,Art Kit,Toys,4,149.08,596.32,completed,Apple Pay,referral,FALSE,0
TXN-000557,CRM-00150,2023-10-11,USB-C Hub,Electronics,1,320.64,320.64,completed,Credit Card,email_campaign,FALSE,0
TXN-000558,CRM-00089,2023-09-06,Resistance Bands,Sports,4,42.95,171.8,completed,PayPal,paid_social,FALSE,8.8
TXN-000559,ANON-812049,2025-03-13,Webcam,Electronics,3,100.74,302.22,completed,Apple Pay,email_campaign,TRUE,0
TXN-000560,CRM-00122,2023-09-16,Throw Blanket,Home & Garden,4,315.25,1261,completed,Apple Pay,referral,TRUE,0
TXN-000561,CRM-00222,2024-06-09,Probiotic,Health,4,382.76,1531.04,completed,Debit Card,organic_search,FALSE,0
TXN-000562,CRM-00175,2023-12-07,Sleep Aid,Health,1,300.79,300.79,cancelled,Credit Card,email_campaign,FALSE,0
TXN-000563,ANON-413710,2022-07-02,Desk Lamp,Home & Garden,2,87.57,175.14,completed,Debit Card,email_campaign,FALSE,0
TXN-000564,CRM-00245,2025-04-08,Throw Blanket,Home & Garden,3,164.37,493.11,completed,Credit Card,organic_search,TRUE,12.5
TXN-000565,CRM-00103,2022-01-17,Car Vacuum,Automotive,2,161.21,322.42,completed,Buy Now Pay Later,website,FALSE,0
TXN-000566,ANON-761836,2024-11-11,USB-C Hub,Electronics,4,422.43,1689.72,completed,Apple Pay,email_campaign,FALSE,0
TXN-000567,CRM-00206,2024-04-07,Probiotic,Health,3,400.14,1200.42,completed,PayPal,email_campaign,FALSE,10
TXN-000568,CRM-00192,2022-09-19,Plant Pot Set,Home & Garden,4,139.1,556.4,completed,PayPal,referral,TRUE,7.2
TXN-000569,CRM-00143,2023-08-26,USB-C Hub,Electronics,2,349.8,699.6,completed,Buy Now Pay Later,email_campaign,TRUE,0
TXN-000570,CRM-00283,2022-05-08,Throw Blanket,Home & Garden,2,184.09,368.18,completed,Debit Card,paid_social,TRUE,0
TXN-000571,CRM-00108,2024-01-27,Vitamin C Serum,Beauty,3,269,807,pending,Credit Card,referral,TRUE,0
TXN-000572,CRM-00091,2025-01-29,Throw Blanket,Home & Garden,4,178.7,714.8,completed,Debit Card,paid_social,FALSE,0
TXN-000573,ANON-585550,2022-04-19,Jump Starter,Automotive,2,76,152,completed,Credit Card,organic_search,FALSE,0
TXN-000574,CRM-00198,2022-01-02,Remote Control Car,Toys,3,72.65,217.95,completed,PayPal,website,TRUE,11.1
TXN-000575,CRM-00168,2025-02-20,Probiotic,Health,4,144.02,576.08,completed,Apple Pay,email_campaign,FALSE,0
TXN-000576,ANON-106177,2024-01-06,Collagen Powder,Health,4,389.73,1558.92,completed,Credit Card,referral,FALSE,0
TXN-000577,CRM-00142,2022-08-13,USB-C Hub,Electronics,3,208.53,625.59,completed,PayPal,paid_social,FALSE,19.3
TXN-000578,CRM-00223,2023-08-01,Face Mask Set,Beauty,4,459.93,1839.72,completed,Buy Now Pay Later,referral,FALSE,0
TXN-000579,CRM-00218,2022-03-05,Polo Shirt,Clothing,2,85.54,171.08,returned,Apple Pay,referral,FALSE,0
TXN-000580,ANON-857526,2023-04-27,Running Shoes,Sports,2,112.63,225.26,completed,Apple Pay,website,TRUE,24.1
TXN-000581,CRM-00274,2024-06-03,Olive Oil,Food & Drink,3,253.67,761.01,completed,Google Pay,mobile_app,TRUE,0
TXN-000582,CRM-00285,2025-04-23,Multivitamins,Health,1,415.8,415.8,completed,Debit Card,organic_search,FALSE,11.5
TXN-000583,ANON-615947,2024-03-18,Protein Powder,Food & Drink,4,397.78,1591.12,completed,Buy Now Pay Later,mobile_app,FALSE,0
TXN-000584,CRM-00197,2023-10-14,Green Tea Set,Food & Drink,2,280.98,561.96,completed,PayPal,referral,TRUE,0
TXN-000585,CRM-00067,2024-02-23,Throw Blanket,Home & Garden,2,345.69,691.38,completed,Debit Card,mobile_app,FALSE,0
TXN-000586,CRM-00067,2024-04-11,Yoga Mat,Sports,2,475.53,951.06,pending,Credit Card,email_campaign,FALSE,18.3
TXN-000587,CRM-00262,2024-02-21,Art Kit,Toys,2,422.96,845.92,returned,Credit Card,organic_search,FALSE,0
TXN-000588,CRM-00127,2024-06-10,Omega-3 Capsules,Health,4,357,1428,completed,Apple Pay,website,FALSE,0
TXN-000589,ANON-906824,2025-01-21,Desk Lamp,Home & Garden,1,351.92,351.92,completed,PayPal,mobile_app,TRUE,0
TXN-000590,CRM-00112,2023-03-09,Multivitamins,Health,4,401.47,1605.88,completed,PayPal,paid_social,FALSE,12.3
TXN-000591,CRM-00176,2022-12-22,Desk Lamp,Home & Garden,4,211.17,844.68,completed,Debit Card,referral,TRUE,0
TXN-000592,CRM-00140,2024-08-30,Omega-3 Capsules,Health,3,457.52,1372.56,completed,Debit Card,referral,TRUE,5.5
TXN-000593,CRM-00036,2022-10-12,Dash Cam,Automotive,2,62.58,125.16,completed,PayPal,organic_search,FALSE,0
TXN-000594,CRM-00017,2023-01-21,Face Mask Set,Beauty,2,69.83,139.66,cancelled,Apple Pay,email_campaign,FALSE,0
TXN-000595,CRM-00191,2025-02-11,Coffee Maker,Home & Garden,1,13.59,13.59,completed,Apple Pay,mobile_app,FALSE,24.3
TXN-000596,CRM-00175,2024-02-27,Sapiens,Books,1,177.02,177.02,completed,Apple Pay,referral,FALSE,6.7
TXN-000597,ANON-559876,2024-01-08,Dark Chocolate,Food & Drink,3,346.38,1039.14,completed,Google Pay,website,FALSE,0
TXN-000598,CRM-00142,2024-05-04,Collagen Powder,Health,3,73.67,221.01,completed,Buy Now Pay Later,mobile_app,TRUE,0
TXN-000599,CRM-00059,2022-11-12,Collagen Powder,Health,3,223.32,669.96,completed,Debit Card,organic_search,TRUE,24.6
TXN-000600,ANON-883381,2023-08-14,Winter Coat,Clothing,2,492.87,985.74,completed,Buy Now Pay Later,referral,FALSE,22.8
TXN-000601,CRM-00205,2022-09-15,Foam Roller,Sports,2,263.42,526.84,completed,Apple Pay,website,FALSE,0
TXN-000602,CRM-00159,2022-10-03,Remote Control Car,Toys,1,484.24,484.24,completed,PayPal,email_campaign,FALSE,0
TXN-000603,CRM-00124,2022-01-24,Building Blocks,Toys,1,90.07,90.07,returned,Buy Now Pay Later,referral,FALSE,0
TXN-000604,CRM-00262,2022-05-27,Coffee Maker,Home & Garden,3,155.51,466.53,completed,Google Pay,referral,TRUE,0
TXN-000605,CRM-00046,2022-02-02,Polo Shirt,Clothing,4,372.76,1491.04,cancelled,Apple Pay,paid_social,FALSE,0
TXN-000606,ANON-513711,2022-10-22,USB-C Hub,Electronics,1,63.59,63.59,returned,Credit Card,organic_search,FALSE,0
TXN-000607,CRM-00103,2024-09-23,Resistance Bands,Sports,2,68.58,137.16,completed,Google Pay,paid_social,FALSE,0
TXN-000608,CRM-00297,2024-06-13,Dash Cam,Automotive,1,347.96,347.96,completed,Google Pay,mobile_app,TRUE,0
TXN-000609,ANON-798566,2022-10-06,Car Vacuum,Automotive,2,344.9,689.8,completed,Debit Card,email_campaign,FALSE,0
TXN-000610,CRM-00296,2022-06-23,Puzzle 1000pc,Toys,4,156.87,627.48,completed,Credit Card,referral,TRUE,12.8
TXN-000611,CRM-00043,2022-10-09,Throw Blanket,Home & Garden,3,108.66,325.98,cancelled,Buy Now Pay Later,email_campaign,FALSE,0
TXN-000612,CRM-00259,2024-05-01,Omega-3 Capsules,Health,3,489.67,1469.01,completed,Buy Now Pay Later,email_campaign,FALSE,0
TXN-000613,CRM-00055,2024-07-22,Merino Wool Sweater,Clothing,3,214.85,644.55,completed,Google Pay,organic_search,FALSE,0
TXN-000614,CRM-00025,2024-05-21,Desk Lamp,Home & Garden,1,381.93,381.93,completed,Google Pay,paid_social,FALSE,0
TXN-000615,CRM-00100,2023-01-04,Green Tea Set,Food & Drink,3,60.19,180.57,completed,Debit Card,organic_search,TRUE,0
TXN-000616,CRM-00296,2024-07-19,Multivitamins,Health,2,14.29,28.58,completed,PayPal,email_campaign,FALSE,0
TXN-000617,CRM-00095,2024-11-09,Collagen Powder,Health,1,244.22,244.22,returned,Buy Now Pay Later,email_campaign,FALSE,0
TXN-000618,CRM-00018,2024-05-18,Portable Charger,Electronics,1,218.04,218.04,completed,Buy Now Pay Later,mobile_app,FALSE,0
TXN-000619,CRM-00136,2025-02-04,Jump Starter,Automotive,4,102,408,completed,Buy Now Pay Later,website,FALSE,0
TXN-000620,CRM-00063,2024-07-10,Dash Cam,Automotive,4,21.2,84.8,cancelled,Buy Now Pay Later,paid_social,FALSE,0
TXN-000621,CRM-00233,2024-02-27,Running Jacket,Clothing,1,330.94,330.94,completed,Buy Now Pay Later,paid_social,FALSE,0
TXN-000622,CRM-00173,2023-12-29,Slim Fit Jeans,Clothing,1,298.03,298.03,completed,PayPal,referral,FALSE,0
TXN-000623,CRM-00048,2023-04-08,Olive Oil,Food & Drink,1,236.73,236.73,cancelled,Credit Card,email_campaign,FALSE,26.3
TXN-000624,CRM-00236,2023-01-16,Air Purifier,Home & Garden,1,453.81,453.81,completed,Debit Card,paid_social,FALSE,27.6
TXN-000625,ANON-213119,2024-05-19,Probiotic,Health,1,26.38,26.38,completed,Apple Pay,website,FALSE,0
TXN-000626,CRM-00039,2022-01-16,Jump Starter,Automotive,2,154.01,308.02,completed,Debit Card,organic_search,FALSE,0
TXN-000627,ANON-460836,2025-03-29,Wireless Earbuds,Electronics,1,10.07,10.07,cancelled,Apple Pay,organic_search,FALSE,0
TXN-000628,CRM-00129,2024-10-17,Art Kit,Toys,2,52.67,105.34,completed,PayPal,paid_social,FALSE,16.1
TXN-000629,CRM-00129,2023-04-30,Car Vacuum,Automotive,3,66.15,198.45,returned,Credit Card,email_campaign,TRUE,0
TXN-000630,CRM-00144,2024-10-24,Building Blocks,Toys,2,302.29,604.58,completed,Buy Now Pay Later,email_campaign,FALSE,0
TXN-000631,CRM-00002,2023-07-06,The Pragmatic Programmer,Books,3,295.28,885.84,completed,Apple Pay,website,TRUE,0
TXN-000632,CRM-00161,2024-04-21,Portable Charger,Electronics,4,103.81,415.24,completed,PayPal,website,TRUE,0
