activation_id,customer_id,campaign_name,activation_date,channel,segment_used,data_fields_used,outcome,revenue_attributed_eur,consent_verified_at_send,activation_approved_by,destination_platform
ACT-00345,CRM-00164,New Arrivals - Electronics,2025-02-23,Email,High-Value,"email, purchase_history, category_affinity",no_response,209.67,TRUE,Marketing Ops,Klaviyo
ACT-00346,CRM-00182,Loyalty Reward,2023-07-14,SMS,New,"email, purchase_history, category_affinity",clicked,0,TRUE,Data Team,Klaviyo
ACT-00347,CRM-00060,Black Friday 2024,2025-04-06,Push Notification,New,"email, segment",bounced,0,TRUE,Auto-trigger,Braze
ACT-00348,CRM-00178,New Arrivals - Electronics,2024-06-25,Paid Social - Google,At-Risk,"email, sms, segment, ltv, last_order_date",no_response,117.79,TRUE,Data Team,Google Ads
ACT-00349,CRM-00190,Cart Abandonment,2023-11-18,Email,High-Value,"email, purchase_history, category_affinity",opened,0,TRUE,CRM Team,Klaviyo
ACT-00350,CRM-00060,VIP Early Access,2024-08-08,Paid Social - Google,New,"email, profiling_score, segment",no_response,0,TRUE,Marketing Ops,Google Ads
ACT-00351,CRM-00066,Win-Back 90d,2023-12-11,In-App Banner,Loyal,"device_id, browsing_behaviour",bounced,0,TRUE,Marketing Ops,Internal
ACT-00352,CRM-00122,Black Friday 2024,2025-02-07,In-App Banner,New,"email, segment",opened,2.41,FALSE,Marketing Ops,Meta Ads Manager
ACT-00353,CRM-00097,Post-Purchase Upsell,2023-05-04,In-App Banner,Occasional,"email, sms, segment, ltv, last_order_date",opened,104.38,TRUE,CRM Team,Internal
ACT-00354,CRM-00068,VIP Early Access,2023-09-15,Display Retargeting,High-Value,"email, sms, segment, ltv, last_order_date",no_response,147.97,TRUE,Data Team,Meta Ads Manager
ACT-00355,CRM-00265,Cart Abandonment,2023-07-16,Display Retargeting,Occasional,"email, purchase_history, category_affinity",no_response,0,TRUE,Auto-trigger,Salesforce Marketing Cloud
ACT-00356,CRM-00257,VIP Early Access,2025-03-06,Paid Social - Meta,High-Value,"email, segment, ltv",no_response,39,TRUE,Marketing Ops,Internal
ACT-00357,CRM-00218,Birthday Campaign,2023-10-01,Paid Social - Meta,Occasional,"email, sms, segment, ltv, last_order_date",converted,0,FALSE,Auto-trigger,Google Ads
ACT-00358,CRM-00287,Black Friday 2024,2024-02-13,Display Retargeting,High-Value,"email, sms, segment, ltv, last_order_date",no_response,137.81,TRUE,Marketing Ops,Klaviyo
ACT-00359,CRM-00276,Post-Purchase Upsell,2024-07-08,Paid Social - Google,At-Risk,"email, purchase_history, category_affinity",bounced,174.63,TRUE,Data Team,Klaviyo
ACT-00360,CRM-00184,New Arrivals - Electronics,2023-06-02,Push Notification,New,"email, segment",opened,0,TRUE,CRM Team,Internal
ACT-00361,CRM-00152,Cart Abandonment,2023-09-04,Display Retargeting,High-Value,"email, sms, segment, ltv, last_order_date",opened,0,FALSE,Marketing Ops,Internal
ACT-00362,CRM-00228,Cart Abandonment,2024-08-24,Email,Loyal,"device_id, browsing_behaviour",opened,0,FALSE,Marketing Ops,Braze
ACT-00363,CRM-00099,Birthday Campaign,2025-03-26,Paid Social - Meta,Occasional,"email, sms, segment, ltv, last_order_date",converted,0,FALSE,CRM Team,Internal
ACT-00364,CRM-00117,Black Friday 2024,2025-03-02,Email,High-Value,"email, profiling_score, segment",opened,66.4,TRUE,CRM Team,Salesforce Marketing Cloud
ACT-00365,CRM-00139,Re-engagement Q3,2023-11-15,Paid Social - Google,High-Value,"email, sms, segment, ltv, last_order_date",clicked,28.57,TRUE,Auto-trigger,Klaviyo
ACT-00366,CRM-00151,Win-Back 90d,2024-06-05,In-App Banner,At-Risk,"email, purchase_history, category_affinity",converted,236.24,TRUE,Marketing Ops,Klaviyo
ACT-00367,CRM-00123,New Arrivals - Electronics,2023-10-06,Push Notification,High-Value,"email, sms, segment, ltv, last_order_date",opened,0,TRUE,CRM Team,Meta Ads Manager
ACT-00368,CRM-00166,VIP Early Access,2024-10-03,Display Retargeting,New,"email, segment, ltv",unsubscribed,0,TRUE,Marketing Ops,Meta Ads Manager
ACT-00369,CRM-00260,Post-Purchase Upsell,2023-02-11,Paid Social - Meta,High-Value,"device_id, browsing_behaviour",opened,0,TRUE,CRM Team,Meta Ads Manager
ACT-00370,CRM-00268,Re-engagement Q3,2023-01-31,Email,Loyal,"email, purchase_history, category_affinity",opened,0,FALSE,Auto-trigger,Google Ads
ACT-00371,CRM-00004,Win-Back 90d,2023-06-18,Display Retargeting,Occasional,"email, segment",converted,73.29,TRUE,CRM Team,Braze
ACT-00372,CRM-00056,VIP Early Access,2024-05-04,Paid Social - Meta,High-Value,"device_id, browsing_behaviour",converted,0,TRUE,Auto-trigger,Meta Ads Manager
ACT-00373,CRM-00247,Birthday Campaign,2025-02-09,Push Notification,New,"device_id, browsing_behaviour",opened,0,TRUE,Data Team,Salesforce Marketing Cloud
ACT-00374,CRM-00300,Win-Back 90d,2023-08-18,Email,New,"email, purchase_history, category_affinity",no_response,0,TRUE,Data Team,Salesforce Marketing Cloud
ACT-00375,CRM-00009,Loyalty Reward,2023-01-02,Paid Social - Meta,High-Value,"email, sms, segment, ltv, last_order_date",opened,0,TRUE,Data Team,Google Ads
ACT-00376,CRM-00033,VIP Early Access,2023-01-07,Display Retargeting,Loyal,"device_id, browsing_behaviour",no_response,4.18,TRUE,Marketing Ops,Salesforce Marketing Cloud
ACT-00377,CRM-00234,Win-Back 90d,2024-11-14,Push Notification,High-Value,"email, sms, segment, ltv, last_order_date",opened,0,TRUE,Data Team,Salesforce Marketing Cloud
ACT-00378,CRM-00034,New Arrivals - Electronics,2024-06-10,Push Notification,New,"email, sms, segment, ltv, last_order_date",opened,115.21,TRUE,Auto-trigger,Salesforce Marketing Cloud
ACT-00379,CRM-00039,VIP Early Access,2024-03-20,Paid Social - Meta,Loyal,"email, segment, ltv",no_response,0,TRUE,Data Team,Meta Ads Manager
ACT-00380,CRM-00180,Black Friday 2024,2024-09-06,In-App Banner,At-Risk,"device_id, browsing_behaviour",no_response,0,FALSE,Data Team,Braze
ACT-00381,CRM-00278,VIP Early Access,2024-02-05,Display Retargeting,High-Value,"email, segment, ltv",bounced,0,FALSE,Auto-trigger,Meta Ads Manager
ACT-00382,CRM-00074,New Arrivals - Electronics,2024-02-03,Display Retargeting,High-Value,"email, sms, segment, ltv, last_order_date",converted,268.92,TRUE,Marketing Ops,Google Ads
ACT-00383,CRM-00114,Black Friday 2024,2023-03-06,Push Notification,At-Risk,"email, segment, ltv",opened,292.58,TRUE,Marketing Ops,Braze
ACT-00384,CRM-00142,Cart Abandonment,2023-02-26,Paid Social - Google,At-Risk,"email, segment, ltv",opened,0,TRUE,CRM Team,Klaviyo
ACT-00385,CRM-00211,Cart Abandonment,2023-04-30,Display Retargeting,Occasional,"email, segment",opened,262.94,TRUE,Marketing Ops,Braze
ACT-00386,CRM-00080,Win-Back 90d,2025-02-20,Paid Social - Google,At-Risk,"email, segment, ltv",opened,0,TRUE,CRM Team,Meta Ads Manager
ACT-00387,CRM-00086,Birthday Campaign,2024-02-01,Push Notification,New,"email, purchase_history, category_affinity",opened,0,TRUE,CRM Team,Salesforce Marketing Cloud
ACT-00388,CRM-00294,Black Friday 2024,2024-05-30,In-App Banner,At-Risk,"email, segment, ltv",opened,0,FALSE,Data Team,Internal
ACT-00389,CRM-00036,Win-Back 90d,2023-07-26,Email,Loyal,"email, sms, segment, ltv, last_order_date",opened,169.68,TRUE,Data Team,Google Ads
ACT-00390,CRM-00218,Re-engagement Q3,2023-03-18,SMS,New,"email, profiling_score, segment",opened,51.3,TRUE,Auto-trigger,Salesforce Marketing Cloud
ACT-00391,CRM-00125,Cart Abandonment,2023-03-25,Push Notification,Loyal,"email, purchase_history, category_affinity",converted,0,FALSE,Data Team,Internal
ACT-00392,CRM-00001,Birthday Campaign,2024-11-15,Push Notification,High-Value,"email, segment",clicked,0,TRUE,Auto-trigger,Meta Ads Manager
ACT-00393,CRM-00187,Re-engagement Q3,2023-07-17,Push Notification,Loyal,"email, profiling_score, segment",clicked,118.57,FALSE,CRM Team,Braze
ACT-00394,CRM-00065,Birthday Campaign,2025-04-13,Paid Social - Google,High-Value,"email, sms, segment, ltv, last_order_date",opened,252.95,TRUE,Marketing Ops,Salesforce Marketing Cloud
ACT-00395,CRM-00111,New Arrivals - Electronics,2024-09-18,Paid Social - Google,High-Value,"email, profiling_score, segment",opened,0,TRUE,Marketing Ops,Meta Ads Manager
ACT-00396,CRM-00238,Win-Back 90d,2023-12-09,Paid Social - Google,Occasional,"email, purchase_history, category_affinity",no_response,0,TRUE,CRM Team,Klaviyo
ACT-00397,CRM-00041,Win-Back 90d,2025-04-23,Push Notification,New,"email, purchase_history, category_affinity",converted,2.54,TRUE,CRM Team,Internal
ACT-00398,CRM-00018,Spring Sale 2024,2025-04-23,Display Retargeting,Loyal,"email, profiling_score, segment",no_response,0,TRUE,Marketing Ops,Google Ads
ACT-00399,CRM-00094,Loyalty Reward,2023-01-27,Paid Social - Meta,At-Risk,"device_id, browsing_behaviour",no_response,0,TRUE,Data Team,Google Ads
ACT-00400,CRM-00022,Birthday Campaign,2023-02-19,Push Notification,Occasional,"email, segment, ltv",bounced,0,FALSE,CRM Team,Meta Ads Manager
